,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
315,CONT_AWD_DJFA9D907078_1549_NNG07DA41B_8000,51991.73,2009,2009-08-15,2009-09-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D907078_1549_NNG07DA41B_8000/,1.0,4
316,CONT_AWD_DJJ09G1836_1501_NNG07DA41B_8000,2076.58,2009,2009-05-28,2009-06-27,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-06-27,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ09G1836_1501_NNG07DA41B_8000/,1.0,4
317,CONT_AWD_DJFA9D905495_1549_NNG07DA41B_8000,107359.22,2009,2009-05-14,2009-06-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-06-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D905495_1549_NNG07DA41B_8000/,3.0,4
318,CONT_AWD_DJFA9D904290_1549_NNG07DA41B_8000,97402.25,2009,2009-05-15,2009-06-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-06-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D904290_1549_NNG07DA41B_8000/,1.0,4
319,CONT_AWD_DJFA9D902020_1549_NNG07DA41B_8000,126852.1,2009,2009-03-12,2009-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-30,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D902020_1549_NNG07DA41B_8000/,3.0,4
320,CONT_AWD_DJFM9G902856_1549_NNG07DA41B_8000,78316.13,2009,2009-05-13,2009-05-13,J070,MAINT-REP OF ADP EQ & SUPPLIES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-30,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFM9G902856_1549_NNG07DA41B_8000/,2.0,4
321,CONT_AWD_DJFA9D904029_1549_NNG07DA41B_8000,1861124.14,2009,2009-09-08,2010-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2010-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D904029_1549_NNG07DA41B_8000/,3.0,4
322,CONT_AWD_DJFA9D907101_1549_NNG07DA41B_8000,248268.97,2009,2009-08-15,2009-09-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D907101_1549_NNG07DA41B_8000/,1.0,4
323,CONT_AWD_DJFA9D903998_1549_NNG07DA41B_8000,37173.96,2009,2009-08-15,2010-09-30,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2010-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D903998_1549_NNG07DA41B_8000/,3.0,4
324,CONT_AWD_DJFA9G903569_1549_NNG07DA41B_8000,500198.71,2009,2009-08-05,2009-12-31,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,NON-COMPETITIVE DELIVERY ORDER,2009-12-31,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9G903569_1549_NNG07DA41B_8000/,3.0,4
325,CONT_AWD_DJFA9D904280_1549_NNG07DA41B_8000,69194.95,2009,2009-05-15,2009-06-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-06-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D904280_1549_NNG07DA41B_8000/,1.0,4
326,CONT_AWD_DJFA9D907137_1549_NNG07DA41B_8000,217647.82,2009,2009-09-13,2009-10-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-10-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D907137_1549_NNG07DA41B_8000/,1.0,4
327,CONT_AWD_DJFA9D902157_1549_NNG07DA41B_8000,601843.4,2009,2009-04-08,2009-12-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-12-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D902157_1549_NNG07DA41B_8000/,3.0,4
328,CONT_AWD_DJFA9D907072_1549_NNG07DA41B_8000,37173.96,2009,2009-08-15,2009-09-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D907072_1549_NNG07DA41B_8000/,1.0,4
329,CONT_AWD_DJFA9D907106_1549_NNG07DA41B_8000,51991.73,2009,2009-08-15,2009-09-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D907106_1549_NNG07DA41B_8000/,1.0,4
330,CONT_AWD_DJFA9D906830_1549_NNG07DA41B_8000,51849.54,2009,2009-08-15,2009-09-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-09-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D906830_1549_NNG07DA41B_8000/,1.0,4
331,CONT_AWD_DJFA9D904276_1549_NNG07DA41B_8000,92792.93,2009,2009-05-15,2009-06-15,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,,2009-06-15,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA9D904276_1549_NNG07DA41B_8000/,1.0,4
332,CONT_AWD_DJO2010TO10091_1550_NNG07DA41B_8000,92964.84,2010,2010-09-18,2011-09-17,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-09-17,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010TO10091_1550_NNG07DA41B_8000/,1.0,4
333,CONT_AWD_DJFA0D002582_1549_NNG07DA41B_8000,82838.59,2010,2010-05-11,2010-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D002582_1549_NNG07DA41B_8000/,3.0,4
334,CONT_AWD_DJFMOD002143_1549_NNG07DA41B_8000,196605.95,2010,2010-01-07,2010-12-31,J070,MAINT-REP OF ADP EQ & SUPPLIES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFMOD002143_1549_NNG07DA41B_8000/,3.0,4
335,CONT_AWD_DJFA0D004340_1549_NNG07DA41B_8000,525465.9,2010,2010-04-27,2010-07-16,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-07-17,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004340_1549_NNG07DA41B_8000/,1.0,4
336,CONT_AWD_DJFA0D005264_1549_NNG07DA41B_8000,3816206.39,2010,2010-07-30,2010-12-31,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005264_1549_NNG07DA41B_8000/,3.0,4
337,CONT_AWD_DJFA0C004307_1549_-NONE-_-NONE-,92169.0,2010,2010-04-05,2010-07-16,7035,ADP SUPPORT EQUIPMENT,614948396,"WORLD WIDE TECHNOLOGY, INC.",FULL AND OPEN COMPETITION,2010-07-16,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0C004307_1549_-NONE-_-NONE-/,4.0,4
338,CONT_AWD_DJFA0D005200_1549_NNG07DA41B_8000,656770.21,2010,2010-09-15,2010-12-31,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005200_1549_NNG07DA41B_8000/,1.0,4
339,CONT_AWD_DJFA0D005356_1549_NNG07DA41B_8000,1016996.37,2010,2010-09-29,2011-09-14,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-09-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005356_1549_NNG07DA41B_8000/,3.0,4
340,CONT_AWD_DJFA0D004685_1549_NNG07DA41B_8000,76010.08,2010,2010-05-12,2010-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004685_1549_NNG07DA41B_8000/,3.0,4
341,CONT_AWD_DJFA0D005309_1549_NNG07DA41B_8000,168332.41,2010,2010-08-23,2010-12-31,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005309_1549_NNG07DA41B_8000/,3.0,4
342,CONT_AWD_DJJ10G1994_1501_NNG07DA41B_8000,13119.17,2010,2010-03-26,2010-04-25,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-04-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ10G1994_1501_NNG07DA41B_8000/,2.0,4
343,CONT_AWD_DJFA0D003547_1549_NNG07DA41B_8000,49646.87,2010,2010-08-29,2010-12-30,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D003547_1549_NNG07DA41B_8000/,1.0,4
344,CONT_AWD_DJFA0D000915_1549_NNG07DA41B_8000,28632.66,2010,2010-09-03,2010-10-17,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2012-02-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D000915_1549_NNG07DA41B_8000/,1.0,4
345,CONT_AWD_DJFA0D00291_1549_NNG07DA41B_8000,800508.09,2010,2010-08-09,2010-09-30,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D00291_1549_NNG07DA41B_8000/,1.0,4
346,CONT_AWD_DJFM0D000138_1549_NNG07DA41B_8000,337962.36,2010,2010-08-17,2010-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFM0D000138_1549_NNG07DA41B_8000/,3.0,4
347,CONT_AWD_DJFA0D003325_1549_NNG07DA41B_8000,1754434.16,2010,2010-07-21,2011-07-20,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-07-20,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D003325_1549_NNG07DA41B_8000/,3.0,4
348,CONT_AWD_DJFA0D004339_1549_NNG07DA41B_8000,430039.14,2010,2010-04-27,2010-07-16,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-07-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004339_1549_NNG07DA41B_8000/,1.0,4
349,CONT_AWD_DJFA0D002971_1549_NNG07DA41B_8000,29272.0,2010,2010-07-08,2010-09-30,7050,ADP COMPONENTS,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D002971_1549_NNG07DA41B_8000/,1.0,4
350,CONT_AWD_DJFA0D003224_1549_NNG07DA41B_8000,59753.71,2010,2010-05-06,2010-05-30,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-05-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D003224_1549_NNG07DA41B_8000/,3.0,4
351,CONT_AWD_DJFA0D002649_1549_NNG07DA41B_8000,605328.09,2010,2010-01-12,2010-02-12,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-02-12,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D002649_1549_NNG07DA41B_8000/,1.0,4
352,CONT_AWD_DJO2010TO10096_1550_NNG07DA41B_8000,145435.52,2010,2010-09-24,2011-09-23,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-09-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010TO10096_1550_NNG07DA41B_8000/,4.0,4
353,CONT_AWD_DJA0D000918_1549_NNG07DA41B_8000,28632.66,2010,2010-09-06,2010-10-21,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2012-02-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJA0D000918_1549_NNG07DA41B_8000/,1.0,4
354,CONT_AWD_DJFA0D005163_1549_NNG07DA41B_8000,112455.48,2010,2010-06-18,2010-08-19,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-08-19,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005163_1549_NNG07DA41B_8000/,1.0,4
355,CONT_AWD_DJFA0D005713_1549_NNG07DA41B_8000,2989604.16,2010,2010-09-01,2010-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005713_1549_NNG07DA41B_8000/,2.0,4
356,CONT_AWD_DJFA0D000916_1549_NNG07DA41B_8000,28632.66,2010,2010-09-03,2010-10-17,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2012-02-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D000916_1549_NNG07DA41B_8000/,1.0,4
357,CONT_AWD_DJFA0D004804_1549_NNG07DA41B_8000,28113.87,2010,2010-06-16,2010-08-19,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-08-19,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004804_1549_NNG07DA41B_8000/,1.0,4
358,CONT_AWD_DJO2010TO10099_1550_NNG07DA41B_8000,527686.1,2010,2010-09-30,2010-10-30,7050,ADP COMPONENTS,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-10-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJO2010TO10099_1550_NNG07DA41B_8000/,2.0,4
359,CONT_AWD_DJJ11G2113_1501_NNG07DA41B_8000,2359.85,2011,2010-11-15,2013-09-30,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2013-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11G2113_1501_NNG07DA41B_8000/,2.0,4
360,CONT_AWD_DJJ11G2096_1501_NNG07DA41B_8000,18819.1,2011,2010-10-06,2010-11-05,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-11-05,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJJ11G2096_1501_NNG07DA41B_8000/,4.0,4
361,CONT_AWD_DJFA0D004315_1549_NNG07DA41B_8000,83427.62,2010,2010-04-13,2010-07-16,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-07-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004315_1549_NNG07DA41B_8000/,1.0,4
362,CONT_AWD_DJFA0D004679_1549_NNG07DA41B_8000,5268.71,2010,2010-04-28,2010-12-31,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004679_1549_NNG07DA41B_8000/,3.0,4
363,CONT_AWD_DJFA0D005283_1549_NNG07DA41B_8000,278324.16,2010,2010-08-20,2010-12-31,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005283_1549_NNG07DA41B_8000/,3.0,4
364,CONT_AWD_DJFA0D005323_1549_NNG07DA41B_8000,366166.26,2010,2010-09-01,2010-09-30,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005323_1549_NNG07DA41B_8000/,3.0,4
365,CONT_AWD_DJFA0D004317_1549_NNG07DA41B_8000,357119.76,2010,2010-04-15,2010-07-16,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-07-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004317_1549_NNG07DA41B_8000/,2.0,4
366,CONT_AWD_DJFA0D004495_1549_NNG07DA41B_8000,71303.24,2010,2010-05-20,2010-06-20,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-06-20,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004495_1549_NNG07DA41B_8000/,2.0,4
367,CONT_AWD_DJFA0D005291_1549_NNG07DA41B_8000,139286.91,2010,2010-08-13,2010-09-30,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-09-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005291_1549_NNG07DA41B_8000/,3.0,4
368,CONT_AWD_DJFA0D002155_1549_NNG07DA41B_8000,66151.65,2010,2010-02-24,2011-01-31,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-01-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D002155_1549_NNG07DA41B_8000/,3.0,4
369,CONT_AWD_DJFA0D004771_1549_NNG07DA41B_8000,194634.93,2010,2010-05-19,2010-07-29,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-07-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D004771_1549_NNG07DA41B_8000/,1.0,4
370,CONT_AWD_DJFA0D005301_1549_NNG07DA41B_8000,42833.51,2010,2010-08-30,2011-12-31,7010,ADPE SYSTEM CONFIGURATION,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D005301_1549_NNG07DA41B_8000/,3.0,4
371,CONT_AWD_DJFA0D002651_1549_NNG07DA41B_8000,2747097.86,2010,2010-03-26,2011-04-29,7025,ADP INPUT/OUTPUT & STORAGE DEVICES,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2011-04-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D002651_1549_NNG07DA41B_8000/,1.0,4
372,CONT_AWD_DJFA0D003934_1549_NNG07DA41B_8000,40959.78,2010,2010-03-04,2010-05-28,7035,ADP SUPPORT EQUIPMENT,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2010-05-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D003934_1549_NNG07DA41B_8000/,1.0,4
373,CONT_AWD_DJFA0D000917_1549_NNG07DA41B_8000,28632.66,2010,2010-09-06,2010-10-21,7030,ADP SOFTWARE,614948396,WORLD WIDE TECHNOLOGY INCORPORATED,FULL AND OPEN COMPETITION,2012-02-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DJFA0D000917_1549_NNG07DA41B_8000/,1.0,4
