,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
112,CONT_AWD_75R60219F44014_7526_75R60218A00005_7526,998391.2,2019,2018-12-14,2020-02-13,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-02-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F44014_7526_75R60218A00005_7526/,,3
113,CONT_AWD_75R60218F44011_7526_75R60218A00005_7526,2054363.0,2018,2018-09-24,2019-09-23,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-09-23,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44011_7526_75R60218A00005_7526/,,3
114,CONT_AWD_75R60218F44010_7526_75R60218A00005_7526,71787.0,2018,2018-09-07,2019-09-06,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-09-06,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44010_7526_75R60218A00005_7526/,,3
115,CONT_AWD_75R60218F44002_7526_75R60218A00005_7526,1462665.0,2018,2018-09-05,2019-09-04,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-09-04,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44002_7526_75R60218A00005_7526/,,3
116,CONT_AWD_HHSH25034111T_7526_HHSH250201200005I_7526,3999953.76,2018,2018-03-16,2018-09-30,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2018-09-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034111T_7526_HHSH250201200005I_7526/,,3
117,CONT_AWD_75R60218F44007_7526_75R60218A00005_7526,1399878.0,2018,2018-09-04,2019-09-13,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-09-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44007_7526_75R60218A00005_7526/,,3
118,CONT_AWD_HHSH25034106T_7526_HHSH250201200005I_7526,296800.27,2018,2018-02-07,2018-09-06,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2018-09-06,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034106T_7526_HHSH250201200005I_7526/,,3
119,CONT_AWD_75R60218F44009_7526_75R60218A00005_7526,3675821.0,2018,2018-08-23,2019-08-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-08-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44009_7526_75R60218A00005_7526/,,3
120,CONT_AWD_75R60218F44006_7526_75R60218A00005_7526,1399238.0,2018,2018-08-21,2019-08-20,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-08-20,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44006_7526_75R60218A00005_7526/,,3
121,CONT_AWD_75R60218F34112_7526_HHSH250201200005I_7526,1951290.0,2018,2018-08-16,2019-08-15,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2019-08-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F34112_7526_HHSH250201200005I_7526/,,3
122,CONT_AWD_75R60218F44008_7526_75R60218A00005_7526,284325.0,2018,2018-08-23,2019-08-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-08-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44008_7526_75R60218A00005_7526/,,3
123,CONT_AWD_75R60218F44004_7526_75R60218A00005_7526,760944.0,2018,2018-08-23,2019-08-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-08-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44004_7526_75R60218A00005_7526/,,3
124,CONT_AWD_HHSH25034109T_7526_HHSH250201200005I_7526,657681.56,2018,2018-03-16,2019-03-15,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,"REI SYSTEMS, INC.",FULL AND OPEN COMPETITION,2019-03-15,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSH25034109T_7526_HHSH250201200005I_7526/,,3
125,CONT_AWD_75R60218F44001_7526_75R60218A00005_7526,1951290.0,2018,2018-08-21,2019-08-20,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-08-20,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60218F44001_7526_75R60218A00005_7526/,,3
126,CONT_AWD_75R60219F34018_7526_75R60218A00005_7526,2534857.0,2019,2019-06-07,2020-12-06,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-12-06,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34018_7526_75R60218A00005_7526/,,3
127,CONT_AWD_75R60219F34019_7526_75R60218A00005_7526,1594229.0,2019,2019-06-18,2020-06-17,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-06-17,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34019_7526_75R60218A00005_7526/,,3
128,CONT_AWD_75R60219F34022_7526_75R60218A00005_7526,662961.0,2019,2019-09-17,2020-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-09-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34022_7526_75R60218A00005_7526/,,3
129,CONT_AWD_75R60219F34028_7526_75R60218A00005_7526,1288358.0,2019,2019-09-26,2020-09-25,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34028_7526_75R60218A00005_7526/,,3
130,CONT_AWD_75R60219F34024_7526_75R60218A00005_7526,302451.0,2019,2019-09-19,2020-09-18,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-09-18,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34024_7526_75R60218A00005_7526/,,3
131,CONT_AWD_75R60219F34017_7526_75R60218A00005_7526,627922.29,2019,2019-05-02,2019-11-25,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-11-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34017_7526_75R60218A00005_7526/,,3
132,CONT_AWD_75R60219F34021_7526_75R60218A00005_7526,1564615.37,2019,2019-09-17,2020-09-16,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-09-16,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34021_7526_75R60218A00005_7526/,,3
133,CONT_AWD_75R60219F34025_7526_75R60218A00005_7526,2216430.0,2019,2019-09-23,2020-12-22,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-12-22,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34025_7526_75R60218A00005_7526/,,3
134,CONT_AWD_75R60219F34023_7526_75R60218A00005_7526,2512440.0,2019,2019-09-18,2020-09-17,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-09-17,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34023_7526_75R60218A00005_7526/,,3
135,CONT_AWD_75R60219F34026_7526_75R60218A00005_7526,2299885.63,2019,2019-09-26,2020-12-25,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-12-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34026_7526_75R60218A00005_7526/,,3
136,CONT_AWD_75R60219F44015_7526_75R60218A00005_7526,1728356.0,2019,2019-01-29,2020-06-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-06-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F44015_7526_75R60218A00005_7526/,,3
137,CONT_AWD_75R60219F34016_7526_75R60218A00005_7526,7936311.49,2019,2019-03-29,2020-03-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-03-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34016_7526_75R60218A00005_7526/,,3
138,CONT_AWD_75R60219F34020_7526_75R60218A00005_7526,5912385.0,2019,2019-07-31,2019-08-28,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2019-08-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34020_7526_75R60218A00005_7526/,,3
139,CONT_AWD_75R60219F34027_7526_75R60218A00005_7526,809973.0,2019,2019-09-26,2020-09-25,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,608999520,REI SYSTEMS INC,FULL AND OPEN COMPETITION,2020-09-25,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75R60219F34027_7526_75R60218A00005_7526/,,3
0,CONT_AWD_HHSM500T0001_7530_HHSM500200700015I_7530,3245978.96,2009,2008-12-01,2009-11-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,COMPETITIVE DELIVERY ORDER,2014-05-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0001_7530_HHSM500200700015I_7530/,1,4
1,CONT_AWD_HHSM500T0002_7530_HHSM500200700015I_7530,5870981.49,2009,2009-03-01,2009-08-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,COMPETITIVE DELIVERY ORDER,2014-07-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0002_7530_HHSM500200700015I_7530/,3,4
2,CONT_AWD_HHSM500T0004_7530_HHSM500200700015I_7530,17065235.0,2009,2009-06-16,2010-05-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,NON-COMPETITIVE DELIVERY ORDER,2010-12-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0004_7530_HHSM500200700015I_7530/,1,4
3,CONT_AWD_HHSM500T0003_7530_HHSM500200700015I_7530,1500000.0,2009,2009-03-28,2009-06-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,NON-COMPETITIVE DELIVERY ORDER,2009-07-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0003_7530_HHSM500200700015I_7530/,1,4
4,CONT_AWD_HHSM500T0006_7530_HHSM500200700015I_7530,4717398.0,2009,2009-08-01,2011-11-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,NON-COMPETITIVE DELIVERY ORDER,2011-11-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0006_7530_HHSM500200700015I_7530/,1,4
5,CONT_AWD_HHSM5000005_7530_HHSM500200700015I_7530,5289934.0,2009,2009-08-01,2010-07-31,R499,OTHER PROFESSIONAL SERVICES,145969783,CGI FEDERAL INC.,NON-COMPETITIVE DELIVERY ORDER,2014-07-31,ONLY ONE SOURCE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM5000005_7530_HHSM500200700015I_7530/,1,4
6,CONT_AWD_HHSM500T0009_7530_HHSM500200700015I_7530,4107115.0,2010,2010-09-29,2012-03-31,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2012-03-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0009_7530_HHSM500200700015I_7530/,1,4
7,CONT_AWD_HHSM500T0007_7530_HHSM500200700015I_7530,20559829.0,2010,2010-04-30,2011-04-29,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2015-04-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0007_7530_HHSM500200700015I_7530/,1,4
8,CONT_AWD_HHSM500T0008_7530_HHSM500200700015I_7530,13364753.55,2010,2010-04-21,2012-02-02,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2012-02-02,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0008_7530_HHSM500200700015I_7530/,2,4
9,CONT_AWD_HHSM500201000157G_7530_GS35F4797H_4730,1750000.0,2010,2010-04-15,2011-04-14,D302,ADP SYSTEMS DEVELOPMENT SERVICES,145969783,CGI FEDERAL INCORPORATED,FULL AND OPEN COMPETITION,2013-04-14,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201000157G_7530_GS35F4797H_4730/,1,4
10,CONT_AWD_HHSM500T0010_7530_HHSM500200700015I_7530,13613209.05,2011,2011-01-01,2011-12-31,D302,ADP SYSTEMS DEVELOPMENT SERVICES,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2015-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0010_7530_HHSM500200700015I_7530/,2,4
11,CONT_AWD_HHSM500T0011_7530_HHSM500200700015I_7530,5941239.0,2011,2011-06-07,2012-06-06,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2013-06-06,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0011_7530_HHSM500200700015I_7530/,5,4
12,CONT_AWD_HHSM500T0012_7530_HHSM500200700015I_7530,55744081.78,2011,2011-09-30,2017-09-13,7010,ADPE SYSTEM CONFIGURATION,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2017-09-13,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0012_7530_HHSM500200700015I_7530/,4,4
13,CONT_AWD_HHSM500T0013_7530_HHSM500200700015I_7530,2203724.0,2012,2012-03-29,2013-03-31,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2017-03-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0013_7530_HHSM500200700015I_7530/,1,4
14,CONT_AWD_HHSM500T0015_7530_HHSM500200700015I_7530,10258041.0,2013,2013-07-22,2014-07-21,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2017-07-21,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0015_7530_HHSM500200700015I_7530/,6,4
15,CONT_AWD_HHSM500201300236G_7530_GS35F4797H_4730,12648327.71,2013,2013-04-15,2014-04-14,D308,IT AND TELECOM- PROGRAMMING,145969783,CGI FEDERAL INCORPORATED,FULL AND OPEN COMPETITION,2014-07-15,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201300236G_7530_GS35F4797H_4730/,1,4
16,CONT_AWD_HHSM500T0014_7530_HHSM500200700015I_7530,12926490.87,2013,2013-08-01,2014-07-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2014-07-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0014_7530_HHSM500200700015I_7530/,1,4
17,CONT_AWD_HHSM500T0017_7530_HHSM500200700015I_7530,442392.0,2014,2014-07-31,2021-04-30,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2021-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0017_7530_HHSM500200700015I_7530/,4,4
18,CONT_AWD_HHSM500T0016_7530_HHSM500200700015I_7530,9137679.0,2014,2014-08-01,2022-01-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2022-01-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0016_7530_HHSM500200700015I_7530/,5,4
19,CONT_AWD_HHSM500T0018_7530_HHSM500200700015I_7530,4255871.21,2015,2015-08-20,2016-08-19,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2020-08-19,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500T0018_7530_HHSM500200700015I_7530/,3,4
20,CONT_AWD_HHSM500201500141U_7530_HHSN316201200011W_7529,4719595.0,2015,2015-08-20,2016-08-19,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2020-08-19,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201500141U_7530_HHSN316201200011W_7529/,5,4
21,CONT_AWD_HHSD2002015F61996_7523_GS35F4797H_4730,2178986.0,2015,2015-03-03,2015-11-02,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,145969783,CGI FEDERAL INCORPORATED,FULL AND OPEN COMPETITION,2016-07-02,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSD2002015F61996_7523_GS35F4797H_4730/,2,4
22,CONT_AWD_HHSP233201500137W_7555_HHSN316201200011W_7529,5208465.31,2015,2015-09-29,2016-05-05,D309,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2020-04-30,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSP233201500137W_7555_HHSN316201200011W_7529/,6,4
23,CONT_AWD_HHSP233201500177W_7555_HHSN316201200011W_7529,4364494.32,2015,2015-09-28,2016-09-29,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2020-09-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSP233201500177W_7555_HHSN316201200011W_7529/,5,4
24,CONT_AWD_HHSM500201600006U_7530_HHSN316201200011W_7529,15250927.56,2016,2016-02-01,2017-01-31,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2020-12-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201600006U_7530_HHSN316201200011W_7529/,2,4
25,CONT_AWD_HHSP233201600031W_7555_HHSN316201200011W_7529,4597779.98,2016,2016-02-19,2016-09-21,D309,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2020-09-21,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSP233201600031W_7555_HHSN316201200011W_7529/,5,4
26,CONT_AWD_HHSP233201600400G_7570_GS35F281DA_4732,119482.0,2016,2016-09-30,2017-06-29,R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2017-06-29,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSP233201600400G_7570_GS35F281DA_4732/,1,4
27,CONT_AWD_HHSM500201700022U_7530_HHSN316201200011W_7529,11029718.0,2017,2017-09-29,2017-09-29,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2022-03-28,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201700022U_7530_HHSN316201200011W_7529/,4,4
28,CONT_AWD_HHSM500201700010U_7530_HHSN316201200011W_7529,2491240.0,2017,2017-04-01,2018-03-31,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2022-03-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_HHSM500201700010U_7530_HHSN316201200011W_7529/,1,4
29,CONT_AWD_75FCMC19F0001_7530_HHSM500201600021I_7530,13867665.93,2019,2019-02-01,2020-01-31,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,145969783,CGI FEDERAL INC.,FULL AND OPEN COMPETITION,2024-01-31,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_75FCMC19F0001_7530_HHSM500201600021I_7530/,5,4
